Date,Time,Site Name,Agency Name,Material,Ticket No,Vehicle No,Transfer Party Name,First Weight,First Timestamp,Second Weight,Second Timestamp,Net Weight,Material Type,First Front Image,First Back Image,Second Front Image,Second Back Image,Site Incharge,User Name
04-07-2025,10:27:35,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1053,AP37TD4869,On-site,28350.00,04-07-2025 10:27:16,10100.00,04-07-2025 10:27:24,18250.00
04-07-2025,10:32:55,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1054,ap21tb4935,On-site,28020.00,04-07-2025 10:29:18,10570.00,04-07-2025 10:32:42,17450.00,Legacy/MSW,Bethamcherla_ap21tb4935_20250704_102923_1st_front.jpg,Bethamcherla_ap21tb4935_20250704_102926_1st_back.jpg,Bethamcherla_ap21tb4935_20250704_103251_2nd_front.jpg,Bethamcherla_ap21tb4935_20250704_103248_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,10:36:20,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1055,AP27TW7569,On-site,28250.00,04-07-2025 10:31:25,10740.00,04-07-2025 10:36:09,17510.00,Legacy/MSW,Bethamcherla_AP27TW7569_20250704_103130_1st_front.jpg,Bethamcherla_AP27TW7569_20250704_103137_1st_back.jpg,Bethamcherla_AP27TW7569_20250704_103614_2nd_front.jpg,Bethamcherla_AP27TW7569_20250704_103616_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,10:42:16,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1056,ap26ta0434,On-site,25660.00,04-07-2025 10:34:02,10160.00,04-07-2025 10:42:03,15500.00,Legacy/MSW,Bethamcherla_ap26ta0434_20250704_103405_1st_front.jpg,Bethamcherla_ap26ta0434_20250704_103408_1st_back.jpg,Bethamcherla_ap26ta0434_20250704_104209_2nd_front.jpg,Bethamcherla_ap26ta0434_20250704_104212_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,10:58:06,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1057,AP37TD4869,On-site,27800.00,04-07-2025 10:51:02,10560.00,04-07-2025 10:57:55,17240.00,Legacy/MSW,Bethamcherla_AP37TD4869_20250704_105106_1st_front.jpg,Bethamcherla_AP37TD4869_20250704_105109_1st_back.jpg,Bethamcherla_AP37TD4869_20250704_105759_2nd_front.jpg,Bethamcherla_AP37TD4869_20250704_105802_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,11:00:48,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1058,AP21TB4935,On-site,29590.00,04-07-2025 10:52:51,10930.00,04-07-2025 11:00:35,18660.00,Legacy/MSW,Bethamcherla_AP21TB4935_20250704_105254_1st_front.jpg,Bethamcherla_AP21TB4935_20250704_105257_1st_back.jpg,Bethamcherla_AP21TB4935_20250704_110039_2nd_front.jpg,Bethamcherla_AP21TB4935_20250704_110042_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,11:05:27,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1059,AP27TW7569,On-site,27000.00,04-07-2025 10:59:21,10580.00,04-07-2025 11:05:14,16420.00,Legacy/MSW,Bethamcherla_AP27TW7569_20250704_105925_1st_front.jpg,Bethamcherla_AP27TW7569_20250704_105929_1st_back.jpg,Bethamcherla_AP27TW7569_20250704_110518_2nd_front.jpg,Bethamcherla_AP27TW7569_20250704_110524_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,11:08:30,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1060,AP26TA0434,On-site,27150.00,04-07-2025 11:04:10,10070.00,04-07-2025 11:08:18,17080.00,Legacy/MSW,Bethamcherla_AP26TA0434_20250704_110413_1st_front.jpg,Bethamcherla_AP26TA0434_20250704_110416_1st_back.jpg,Bethamcherla_AP26TA0434_20250704_110822_2nd_front.jpg,Bethamcherla_AP26TA0434_20250704_110826_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,11:26:40,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1061,AP37TD4869,On-site,29770.00,04-07-2025 11:12:36,10690.00,04-07-2025 11:26:26,19080.00,Legacy/MSW,Bethamcherla_AP37TD4869_20250704_111240_1st_front.jpg,Bethamcherla_AP37TD4869_20250704_111243_1st_back.jpg,Bethamcherla_AP37TD4869_20250704_112631_2nd_front.jpg,Bethamcherla_AP37TD4869_20250704_112635_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,11:32:14,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1063,AP27TW7569,On-site,27840.00,04-07-2025 11:24:59,10520.00,04-07-2025 11:32:05,17320.00,Legacy/MSW,Bethamcherla_AP27TW7569_20250704_112504_1st_front.jpg,Bethamcherla_AP27TW7569_20250704_112507_1st_back.jpg,Bethamcherla_AP27TW7569_20250704_113208_2nd_front.jpg,Bethamcherla_AP27TW7569_20250704_113211_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,11:35:19,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1064,AP26TA0434,On-site,28290.00,04-07-2025 11:29:19,10040.00,04-07-2025 11:35:07,18250.00,Legacy/MSW,Bethamcherla_AP26TA0434_20250704_112926_1st_front.jpg,Bethamcherla_AP26TA0434_20250704_112929_1st_back.jpg,Bethamcherla_AP26TA0434_20250704_113511_2nd_front.jpg,Bethamcherla_AP26TA0434_20250704_113515_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,11:42:49,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1065,AP37TD4869,On-site,29560.00,04-07-2025 11:38:14,10570.00,04-07-2025 11:42:39,18990.00,Legacy/MSW,Bethamcherla_AP37TD4869_20250704_113817_1st_front.jpg,Bethamcherla_AP37TD4869_20250704_113820_1st_back.jpg,Bethamcherla_AP37TD4869_20250704_114243_2nd_front.jpg,Bethamcherla_AP37TD4869_20250704_114245_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,11:49:57,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1066,AP21TB4935,On-site,28770.00,04-07-2025 11:43:55,10650.00,04-07-2025 11:49:47,18120.00,Legacy/MSW,Bethamcherla_AP21TB4935_20250704_114359_1st_front.jpg,Bethamcherla_AP21TB4935_20250704_114404_1st_back.jpg,Bethamcherla_AP21TB4935_20250704_114950_2nd_front.jpg,Bethamcherla_AP21TB4935_20250704_114953_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,12:02:12,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1067,AP27TW7569,On-site,28400.00,04-07-2025 11:52:13,10550.00,04-07-2025 12:02:01,17850.00,Legacy/MSW,Bethamcherla_AP27TW7569_20250704_115216_1st_front.jpg,Bethamcherla_AP27TW7569_20250704_115219_1st_back.jpg,Bethamcherla_AP27TW7569_20250704_120204_2nd_front.jpg,Bethamcherla_AP27TW7569_20250704_120208_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,12:02:58,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1068,AP26TA0434,On-site,29960.00,04-07-2025 11:54:03,10030.00,04-07-2025 12:02:48,19930.00,Legacy/MSW,Bethamcherla_AP26TA0434_20250704_115407_1st_front.jpg,Bethamcherla_AP26TA0434_20250704_115413_1st_back.jpg,Bethamcherla_AP26TA0434_20250704_120253_2nd_front.jpg,Bethamcherla_AP26TA0434_20250704_120256_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,12:05:58,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1069,AP37TD4869,On-site,28260.00,04-07-2025 12:00:38,10570.00,04-07-2025 12:05:33,17690.00,Legacy/MSW,Bethamcherla_AP37TD4869_20250704_120042_1st_front.jpg,Bethamcherla_AP37TD4869_20250704_120045_1st_back.jpg,Bethamcherla_AP37TD4869_20250704_120549_2nd_front.jpg,Bethamcherla_AP37TD4869_20250704_120553_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,12:20:02,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1070,AP21TB4935,On-site,28250.00,04-07-2025 12:07:43,10620.00,04-07-2025 12:19:50,17630.00,Legacy/MSW,Bethamcherla_AP21TB4935_20250704_120751_1st_front.jpg,Bethamcherla_AP21TB4935_20250704_120754_1st_back.jpg,Bethamcherla_AP21TB4935_20250704_121954_2nd_front.jpg,Bethamcherla_AP21TB4935_20250704_121958_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,12:31:34,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1071,AP27TW7569,On-site,29110.00,04-07-2025 12:23:34,10590.00,04-07-2025 12:31:18,18520.00,Legacy/MSW,Bethamcherla_AP27TW7569_20250704_122337_1st_front.jpg,Bethamcherla_AP27TW7569_20250704_122340_1st_back.jpg,Bethamcherla_AP27TW7569_20250704_123122_2nd_front.jpg,Bethamcherla_AP27TW7569_20250704_123129_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,12:53:05,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1072,AP37TD4869,On-site,28430.00,04-07-2025 12:24:50,10570.00,04-07-2025 12:52:53,17860.00,Legacy/MSW,Bethamcherla_AP37TD4869_20250704_122453_1st_front.jpg,Bethamcherla_AP37TD4869_20250704_122456_1st_back.jpg,Bethamcherla_AP37TD4869_20250704_125257_2nd_front.jpg,Bethamcherla_AP37TD4869_20250704_125259_2nd_back.jpg,Avijit Mondal,admin
